Program Name,Department,GPA,GRE Score,TOEFL Score,Admission Accepted
Human-Centered Computing,Information Systems,3.51,337,119,Yes
Data Science,Information Systems,3.41,330,95,No
Computer Science,Computer Science,3.73,312,104,No
Computer Engineering,Computer Science & Electrical Engineering,3.98,309,87,Yes
Computer Science,Computer Science,3.67,309,113,Yes
Data Science,Information Systems,3.54,298,96,Yes
Cybersecurity,Information Systems,3.93,330,111,No
Environmental Engineering,Civil & Environmental Engineering,3.53,308,102,No
Cybersecurity,Information Systems,3.2,302,95,Yes
Data Science,Information Systems,3.49,312,112,No
Health Information Technology,Information Systems,3.3,302,111,Yes
Environmental Engineering,Civil & Environmental Engineering,3.7,330,111,Yes
Data Science,Information Systems,3.76,300,103,Yes
Computer Science,Computer Science,3.75,321,102,Yes
Electrical Engineering,Electrical Engineering,3.27,314,109,No
Engineering Management,Engineering Management,3.21,296,84,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.28,304,98,Yes
Computer Science,Computer Science,3.81,332,112,Yes
Electrical Engineering,Electrical Engineering,3.52,294,107,Yes
Electrical Engineering,Electrical Engineering,3.29,309,106,Yes
Health Information Technology,Information Systems,3.26,307,106,Yes
Cybersecurity,Information Systems,3.02,329,88,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.61,307,94,Yes
Computer Science,Computer Science,3.53,317,120,Yes
Human-Centered Computing,Information Systems,3.81,327,116,No
Health Information Technology,Information Systems,3.41,332,99,Yes
Cybersecurity,Information Systems,3.83,301,118,No
Cybersecurity,Information Systems,3.7,307,94,Yes
Computer Science,Computer Science,3.59,321,105,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.97,294,96,Yes
Electrical Engineering,Electrical Engineering,3.33,340,92,Yes
Human-Centered Computing,Information Systems,3.77,323,119,Yes
Human-Centered Computing,Information Systems,3.77,326,105,Yes
Engineering Management,Engineering Management,3.26,329,107,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.41,340,87,Yes
Computer Science,Computer Science,3.77,298,119,Yes
Health Information Technology,Information Systems,3.44,327,118,Yes
Data Science,Information Systems,3.66,307,95,Yes
Human-Centered Computing,Information Systems,3.61,318,108,Yes
Health Information Technology,Information Systems,3.61,299,120,Yes
Computer Science,Computer Science,3.63,297,107,No
Data Science,Information Systems,3.47,302,93,Yes
Human-Centered Computing,Information Systems,3.6,312,116,No
Health Information Technology,Information Systems,3.85,308,100,Yes
Human-Centered Computing,Information Systems,3.56,297,102,Yes
Engineering Management,Engineering Management,3.74,298,120,No
Electrical Engineering,Electrical Engineering,3.28,312,104,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.67,304,83,Yes
Cybersecurity,Information Systems,3.13,307,80,Yes
Human-Centered Computing,Information Systems,3.96,340,104,Yes
Electrical Engineering,Electrical Engineering,3.36,323,94,Yes
Data Science,Information Systems,3.74,322,94,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.32,291,82,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.35,301,111,Yes
Electrical Engineering,Electrical Engineering,3.73,322,120,Yes
Health Information Technology,Information Systems,3.78,304,115,Yes
Engineering Management,Engineering Management,3.43,305,90,No
Environmental Engineering,Civil & Environmental Engineering,3.88,315,109,No
Human-Centered Computing,Information Systems,3.9,328,109,Yes
Electrical Engineering,Electrical Engineering,3.6,290,107,Yes
Human-Centered Computing,Information Systems,3.66,292,118,Yes
Environmental Engineering,Civil & Environmental Engineering,3.92,323,104,No
Health Information Technology,Information Systems,3.1,334,117,Yes
Cybersecurity,Information Systems,3.21,298,82,Yes
Data Science,Information Systems,3.47,295,92,Yes
Data Science,Information Systems,3.62,309,111,Yes
Health Information Technology,Information Systems,3.63,334,98,Yes
Environmental Engineering,Civil & Environmental Engineering,3.83,311,105,Yes
Health Information Technology,Information Systems,3.43,322,120,Yes
Health Information Technology,Information Systems,3.76,317,101,Yes
Data Science,Information Systems,3.33,311,91,Yes
Human-Centered Computing,Information Systems,3.96,335,108,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.36,298,89,Yes
Data Science,Information Systems,3.84,328,92,Yes
Data Science,Information Systems,3.54,320,94,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.37,329,96,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.59,315,97,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.15,293,111,Yes
Data Science,Information Systems,3.5,325,115,Yes
Environmental Engineering,Civil & Environmental Engineering,3.61,303,105,Yes
Engineering Management,Engineering Management,3.14,311,110,No
Computer Science,Computer Science,3.57,310,118,No
Data Science,Information Systems,3.61,321,108,Yes
Environmental Engineering,Civil & Environmental Engineering,3.87,290,108,Yes
Electrical Engineering,Electrical Engineering,3.73,313,110,Yes
Data Science,Information Systems,3.43,305,106,Yes
Data Science,Information Systems,3.83,326,90,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.48,292,102,No
Cybersecurity,Information Systems,3.69,297,84,Yes
Human-Centered Computing,Information Systems,3.89,297,115,Yes
Engineering Management,Engineering Management,3.55,331,105,No
Engineering Management,Engineering Management,3.55,334,99,No
Health Information Technology,Information Systems,3.57,337,118,Yes
Environmental Engineering,Civil & Environmental Engineering,3.6,332,116,Yes
Environmental Engineering,Civil & Environmental Engineering,3.6,325,114,No
Health Information Technology,Information Systems,3.88,297,98,No
Electrical Engineering,Electrical Engineering,3.56,318,108,No
Health Information Technology,Information Systems,3.12,337,94,Yes
Environmental Engineering,Civil & Environmental Engineering,3.61,327,104,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.98,304,82,No
Engineering Management,Engineering Management,3.65,317,96,Yes
Human-Centered Computing,Information Systems,3.54,314,117,Yes
Engineering Management,Engineering Management,3.6,308,105,No
Engineering Management,Engineering Management,3.24,340,104,No
Electrical Engineering,Electrical Engineering,3.38,316,112,Yes
Engineering Management,Engineering Management,3.68,324,94,Yes
Environmental Engineering,Civil & Environmental Engineering,3.79,299,100,No
Cybersecurity,Information Systems,3.92,310,118,Yes
Computer Science,Computer Science,3.59,303,110,Yes
Health Information Technology,Information Systems,3.3,339,112,Yes
Environmental Engineering,Civil & Environmental Engineering,3.7,337,109,Yes
Human-Centered Computing,Information Systems,3.99,311,109,Yes
Electrical Engineering,Electrical Engineering,3.26,337,106,No
Engineering Management,Engineering Management,3.91,296,91,No
Engineering Management,Engineering Management,3.36,333,82,Yes
Environmental Engineering,Civil & Environmental Engineering,3.64,298,112,Yes
Cybersecurity,Information Systems,3.24,292,85,Yes
Data Science,Information Systems,3.2,340,114,Yes
Cybersecurity,Information Systems,3.85,336,103,Yes
Health Information Technology,Information Systems,3.95,324,120,No
Human-Centered Computing,Information Systems,3.61,316,106,Yes
Human-Centered Computing,Information Systems,3.61,306,119,Yes
Environmental Engineering,Civil & Environmental Engineering,3.8,336,111,Yes
Health Information Technology,Information Systems,3.59,331,101,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.58,332,88,Yes
Health Information Technology,Information Systems,3.52,340,98,Yes
Cybersecurity,Information Systems,3.19,309,97,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.62,338,95,No
Computer Engineering,Computer Science & Electrical Engineering,3.54,313,92,Yes
Engineering Management,Engineering Management,3.07,304,105,No
Engineering Management,Engineering Management,3.62,303,110,No
Human-Centered Computing,Information Systems,3.86,292,106,Yes
Human-Centered Computing,Information Systems,3.67,338,100,Yes
Electrical Engineering,Electrical Engineering,3.72,309,102,Yes
Data Science,Information Systems,3.66,303,90,Yes
Electrical Engineering,Electrical Engineering,3.31,300,94,No
Environmental Engineering,Civil & Environmental Engineering,3.84,298,109,No
Electrical Engineering,Electrical Engineering,3.86,319,119,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.06,318,102,Yes
Health Information Technology,Information Systems,3.99,312,103,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.3,298,100,Yes
Health Information Technology,Information Systems,3.47,305,99,Yes
Computer Science,Computer Science,3.63,318,106,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.34,303,89,Yes
Health Information Technology,Information Systems,3.23,308,99,Yes
Electrical Engineering,Electrical Engineering,3.8,310,99,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.93,311,117,Yes
Computer Science,Computer Science,3.91,290,103,Yes
Cybersecurity,Information Systems,3.45,333,85,Yes
Cybersecurity,Information Systems,3.44,295,114,No
Human-Centered Computing,Information Systems,4.0,333,108,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.71,320,109,No
Computer Science,Computer Science,3.86,305,108,Yes
Cybersecurity,Information Systems,3.32,298,101,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.66,321,101,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.83,338,87,No
Health Information Technology,Information Systems,3.48,314,104,No
Cybersecurity,Information Systems,3.43,299,86,Yes
Health Information Technology,Information Systems,3.56,305,119,Yes
Human-Centered Computing,Information Systems,3.69,315,104,Yes
Human-Centered Computing,Information Systems,3.73,336,108,No
Computer Engineering,Computer Science & Electrical Engineering,3.55,325,108,Yes
Data Science,Information Systems,3.52,313,100,No
Electrical Engineering,Electrical Engineering,3.81,304,115,No
Environmental Engineering,Civil & Environmental Engineering,3.66,306,115,Yes
Cybersecurity,Information Systems,3.45,318,93,Yes
Cybersecurity,Information Systems,3.05,310,119,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.44,315,114,Yes
Human-Centered Computing,Information Systems,3.98,297,115,Yes
Cybersecurity,Information Systems,3.07,339,106,Yes
Computer Science,Computer Science,3.93,297,110,No
Human-Centered Computing,Information Systems,3.99,316,111,Yes
Human-Centered Computing,Information Systems,3.56,340,103,Yes
Computer Science,Computer Science,3.72,291,107,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.88,338,115,No
Cybersecurity,Information Systems,3.32,314,103,Yes
Electrical Engineering,Electrical Engineering,3.39,318,93,Yes
Electrical Engineering,Electrical Engineering,3.24,333,98,Yes
Electrical Engineering,Electrical Engineering,3.98,322,109,Yes
Cybersecurity,Information Systems,3.38,320,99,Yes
Environmental Engineering,Civil & Environmental Engineering,3.79,340,103,Yes
Health Information Technology,Information Systems,3.57,321,104,No
Human-Centered Computing,Information Systems,3.99,311,109,No
Data Science,Information Systems,4.0,327,100,No
Computer Science,Computer Science,3.71,291,116,No
Computer Science,Computer Science,4.0,323,117,Yes
Data Science,Information Systems,3.75,332,92,Yes
Environmental Engineering,Civil & Environmental Engineering,3.54,294,114,No
Cybersecurity,Information Systems,3.11,332,120,Yes
Cybersecurity,Information Systems,3.64,298,102,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.11,310,90,No
Data Science,Information Systems,3.44,299,102,Yes
Cybersecurity,Information Systems,3.07,307,104,Yes
Engineering Management,Engineering Management,3.36,322,114,Yes
Cybersecurity,Information Systems,3.33,309,96,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.25,298,95,Yes
Engineering Management,Engineering Management,3.09,316,82,No
Environmental Engineering,Civil & Environmental Engineering,3.56,316,107,No
Cybersecurity,Information Systems,3.61,340,94,Yes
Data Science,Information Systems,3.52,303,103,Yes
Environmental Engineering,Civil & Environmental Engineering,3.95,329,120,Yes
Engineering Management,Engineering Management,3.26,312,117,Yes
Health Information Technology,Information Systems,3.8,319,119,No
Environmental Engineering,Civil & Environmental Engineering,3.63,320,108,Yes
Health Information Technology,Information Systems,3.29,309,117,No
Environmental Engineering,Civil & Environmental Engineering,3.81,315,102,Yes
Engineering Management,Engineering Management,3.37,306,85,Yes
Health Information Technology,Information Systems,3.37,308,119,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.78,309,83,Yes
Health Information Technology,Information Systems,3.66,303,117,No
Cybersecurity,Information Systems,3.43,290,109,No
Data Science,Information Systems,3.59,310,90,Yes
Computer Science,Computer Science,3.59,316,116,No
Electrical Engineering,Electrical Engineering,3.4,326,107,Yes
Data Science,Information Systems,3.85,335,95,Yes
Environmental Engineering,Civil & Environmental Engineering,3.78,331,109,Yes
Environmental Engineering,Civil & Environmental Engineering,3.98,330,120,Yes
Health Information Technology,Information Systems,3.63,298,116,Yes
Computer Science,Computer Science,3.54,331,119,No
